,pos_adj,neg_adj,transparency,gpt2_large_reduced_135_sims_p_nm,gpt2_large_reduced_135_sims_m_np,gpt2_large_full_1280_sims_p_nm,gpt2_large_full_1280_sims_m_np,bert_large_cased_reduced_125_sims_p_nm,bert_large_cased_reduced_125_sims_m_np,bert_large_cased_full_1024_sims_p_nm,bert_large_cased_full_1024_sims_m_np,xlnet_large_cased_reduced_142_sims_p_nm,xlnet_large_cased_reduced_142_sims_m_np,xlnet_large_cased_full_1024_sims_p_nm,xlnet_large_cased_full_1024_sims_m_np,roberta_large_reduced_105_sims_p_nm,roberta_large_reduced_105_sims_m_np,roberta_large_full_1024_sims_p_nm,roberta_large_full_1024_sims_m_np
10,friendly,mean,n,-0.00049921363711114,-0.28560876588758966,0.7074319129847096,0.6855777191433966,-0.05754390400575038,-0.1312955570330394,0.8534784619009647,0.8633541808463787,-0.12290515495568033,0.07862773392692468,0.9169723403249957,0.9448210058760002,-0.006275439716853404,-0.22664819257660085,0.9759491199195689,0.9810356408264014
11,friendly,unfriendly,y,-0.09114602854197407,0.670268278123681,0.618957979724624,0.9704975000094641,-0.2054674515069801,0.4563352372093815,0.8196868573454881,0.9515035585297602,-0.12092887077374814,0.15766591937577779,0.9172064534852052,0.9567073920329026,-0.03160432650691347,0.2923996809972982,0.9651495405590137,0.990889034195879
12,good,bad,n,0.0041845635550225024,-0.012135562991018922,0.6549870298089542,0.6333223233664146,-0.024639364359932747,-0.019451099232061786,0.8753387699390941,0.8617963296850928,0.20750459147661326,0.09453943129946007,0.9363123158140843,0.9077100122447074,0.24651159136876244,0.2733948754075394,0.9856537910575714,0.988472257795902
13,strong,weak,n,0.06511371131191646,0.07000416035573787,0.6446369864810271,0.6195413599307409,0.24593129602736918,0.4606038130253304,0.9071607376387979,0.9211685412479019,0.02414083082873819,0.07250505951138564,0.9287547797626401,0.934425202754995,0.18406148462904715,0.23966062814850453,0.9849919460825548,0.9869434852138057
14,polite,rude,n,0.3775822873299828,0.11099087536764252,0.9479626738153117,0.9393389363556911,0.02063886933801784,-0.1492565207851686,0.8783269817894009,0.8581364256818593,0.003819565239911449,-0.11171721285761982,0.9225052881305636,0.9024190196190577,-0.13843205512382184,0.03828750866210251,0.9720233577183717,0.9852654219340634
15,polite,impolite,y,0.13441722333466655,-0.2077288913620432,0.9134250159512101,0.911319834548941,-0.07077876041602948,0.2666146895940076,0.8252538393153769,0.9324448694616516,-0.13811140208885697,-0.13738703747774617,0.8861167408584827,0.9108234132054287,0.19745661675943316,-0.16564749221222796,0.9670305972368817,0.9715176127724325
16,courteous,rude,n,0.17179383922963665,0.12655135439132625,0.940859727872216,0.9170765326883797,0.21688081908383627,-0.10427827532831713,0.9261883596813344,0.8566364301899246,0.06829638429683693,-0.1599164085470739,0.9216629019508713,0.9012369226217551,-0.032942905720781734,0.1296652891200024,0.9733604506519639,0.9759079385208229
17,courteous,discourteous,y,0.46777650826543793,0.5819476835605659,0.9485771326306899,0.9577653501615836,0.08219157525237208,0.4176727973974874,0.8777618554411165,0.9365357713613358,-0.23290265581004466,-0.21949114633104982,0.8427751803075144,0.9000968641895599,0.7772474795119088,0.7529524412099057,0.9889437686596823,0.988257817676602
18,useful,useless,-,0.4171874279978547,0.2885143371220511,0.9617841436210584,0.9512253381795831,0.12552686543116343,-0.044509411074634686,0.8881977966080583,0.816444424010032,0.11893562402158753,-0.03709150663322247,0.9256246117855786,0.9345051297256424,0.11215838554468371,0.14744194606908034,0.9847001018667103,0.9841467638344632
19,fair,unfair,y,0.14061537525609025,0.5891370825455035,0.6369718577919832,0.9394752594491155,-0.11262720884827448,0.05224261164256094,0.8459367020994971,0.8551623392555233,-0.002439291377819508,0.16362862689716806,0.8963917294902072,0.9313349065008018,0.1438931345175638,0.42631096968060345,0.9850914097574118,0.9909976992765444
20,just,unjust,y,0.10279971788155762,0.025474999105649987,0.636748233621066,0.888567221098217,-0.09968654190115589,0.013102300570327352,0.8059928783035029,0.8769346639265629,-0.09607743781121836,-0.12390174124080677,0.9360540122697598,0.9116938221335694,0.21098499251836955,0.27977353771870694,0.9829302229879787,0.9825644436687088
21,attractive,unattractive,y,0.46492069068778363,0.4164920320608494,0.9556074626331827,0.9595251665669119,-0.17539869935269192,0.09803678229167012,0.799796500234054,0.9095894146821396,0.05842626558196806,-0.18806316128631528,0.9165482635341347,0.9138826124565841,0.5961840038950854,0.36090205452706203,0.9906731527134955,0.9873987431557056
22,beautiful,ugly,n,0.41553899689559204,0.06398381602649272,0.9550044466343921,0.9381269423256517,-0.03256572508399369,0.23658323583747687,0.877795974237313,0.8971885548339106,0.12030527658504597,-0.1164797257983805,0.9443332626431058,0.8950471188694885,0.09995751823089982,-0.0904472902433775,0.9838913117339296,0.979631234181378
23,pretty,ugly,n,-0.1315287645823564,0.07586717462087034,0.608411583945013,0.9219652895619511,-0.01797223935620207,0.2687864968259326,0.8790378641993397,0.9082068596245345,-0.08565267999114656,-0.11240882498672033,0.9195512249581242,0.9018813214389219,0.06039459952813553,0.1595272548711023,0.9828584186439817,0.98374978689754
24,ambitious,unambitious,y,0.18795992430785502,0.3934956439221402,0.9345594274221538,0.9580230683738487,-0.15110514138752595,-0.04733454667544357,0.8344559293283302,0.8941875251744523,-0.2898320575885005,-0.0661349249284513,0.8936901840580149,0.9256409102240698,0.494856935306213,0.23870169496810312,0.9867979361113342,0.9849691149690838
25,hardworking,lazy,n,0.11647101787292757,-0.14718927091420086,0.9342061272460902,0.8884410789810725,0.09728150015997272,-0.0642196177167258,0.8950341381492118,0.8396735641547423,-0.1829506296632728,-0.15947826636145734,0.9209469287363251,0.902240534443883,-0.022052843948107803,-0.07275576845159137,0.9842433963635302,0.9762896861346972
26,talkative,taciturn,n,0.19383353314698437,-0.1488513143531618,0.9368533284876974,0.9132636658844093,-0.12642566459280746,0.2644933260500075,0.8621628628257206,0.8987385452785226,0.049173387552546854,-0.049296479789169956,0.9007347963173313,0.9073927822951341,0.01816181330184441,0.003759320430150259,0.9658459893407286,0.9698006281103891
27,social,antisocial,y,0.06714286750713416,0.3254723403295736,0.5432961288226802,0.9119429763197778,-0.13122390364248915,0.2956068297496173,0.8074871883785368,0.8985316117690988,0.08377756742346265,0.18862229027604194,0.9045382983976478,0.9368072978485048,-0.07321279780904821,0.09650405132125595,0.9751495779024429,0.9810679668669577
28,social,aloof,n,-0.08815400680042185,-0.016426291665520676,0.5283183307871102,0.8632065537856156,-0.15783647368401632,0.12566958406546713,0.8125407112167977,0.9199767988880366,-0.05927143124647283,-0.00696922881059403,0.8942291512281093,0.9003708764157511,-0.15925612913535026,-0.18393555721687282,0.9725814969128553,0.9741840013536788
29,social,unsocial,y,0.160783382258617,0.5613720660672257,0.5438925135489597,0.9414423281103561,-0.15191039772130388,0.3744045571654211,0.8126381020149717,0.9272712544739966,-0.005492428387614767,0.3597921683396288,0.8887108202981754,0.9482014427436244,-0.07291088855308758,0.11397843426425691,0.9734550802810883,0.9831165994491473
30,intelligent,unintelligent,y,0.4284074265136779,0.35008012395739097,0.9380636296113561,0.9482355313012615,-0.03660399471297948,0.17396154970621014,0.8469129350156122,0.9233758935398123,-0.23942345932958142,-0.14475668842046718,0.9088023555485057,0.9340469185808233,0.5571261026719437,0.2494798724255517,0.9903376704966697,0.9850919030516051
31,intelligent,dumb,n,0.18802167961355432,0.016587139470773726,0.9273657544040397,0.9185316444523483,-0.008998512798243263,-0.14483525035414102,0.89920176975282,0.8593826160934778,-0.09480576131537743,-0.033450890452470405,0.9016056664381565,0.9077574348419821,-0.10026742484633688,-0.04290501868713581,0.9837647508738707,0.9840172258880074
32,clever,dumb,n,0.1288030231657643,0.078808590123435,0.9198199296894084,0.919987987620197,-0.11672788110731358,-0.15495866175248763,0.8644159908365114,0.863448422849775,-0.006387270008800572,0.25584384195347687,0.9019963960228428,0.9006087167479997,-0.09689538151280419,-0.12216519339416765,0.9827196723757521,0.9828525402032511
33,smart,dumb,n,0.005297313746204901,0.21702012041560526,0.6382602314160548,0.9219877406325969,-0.10850616399698687,-0.11374096754696139,0.8167285689070911,0.8656029124933105,-0.061038069103309,0.047544802583742496,0.9054853226504398,0.9072997167486427,0.0030485452909125854,0.10043228426424577,0.9822717140914677,0.9857649550129877
34,intelligent,stupid,n,0.13363302479905903,0.060411319716015544,0.9349902349241375,0.934098130819249,0.08026622298595287,-0.12701887352772068,0.9031142707496119,0.8558648926829237,0.011798225893673409,0.029767867656089853,0.9296257673310186,0.9325410377484729,-0.046337026034296125,-0.06233892745934,0.9846940981370588,0.9862194932856584
35,clever,stupid,n,0.1817986535613333,0.17569012720788502,0.9337184694925454,0.9385949633592502,0.07503674694391071,-0.06770565370988457,0.8809663214605169,0.8701824823525608,-0.12179639426678857,0.0951589876324983,0.9126403641806092,0.8956645575712041,-0.06463419146210203,-0.10938105201006532,0.9832962271676612,0.9853355008751357
36,smart,stupid,n,-0.19363409508311835,0.17053518333480333,0.6242800615431034,0.930110452038289,0.09123717632508954,0.03745209090611068,0.837568216899256,0.8764146174401456,0.010125075524216154,0.018750661082226783,0.9296733326542688,0.9228277727705964,-0.12511519936894966,-0.00688831527774636,0.98047353229822,0.9865241938936065
37,charitable,uncharitable,y,0.17314656964695474,-0.10427346352298339,0.8650370574457662,0.9118230083789503,-0.09787603879416706,-0.06854124290300101,0.825929195354471,0.8606394182708293,-0.1375245109891461,-0.06476399467948446,0.8921413155651207,0.9235645049529897,0.5209855727855144,-0.12832629484717128,0.9818318706926196,0.9705853419056635
38,careful,careless,-,0.3514394882509466,0.28316976213175216,0.9397390945236921,0.935306097627792,-0.20690581059498125,0.18556054863616755,0.8297209268979736,0.9277020735249901,0.01815259179657147,-0.07843580660165084,0.9096201401538879,0.8935163181567665,0.06938773257614061,0.14510856267039918,0.9854961329105588,0.9862123376245432
39,clean,dirty,n,0.15854953269753513,0.1948903724785651,0.6782267241214174,0.6689563349277969,0.1282813760324094,0.019536878835926252,0.8811349285487268,0.8685820387273824,0.07976171502651153,0.016982491307532266,0.9441228846193375,0.9169302211826369,0.11093603871057656,0.11786559163265264,0.9784692581430444,0.9871900902872737
40,wise,unwise,y,-0.12850068133724268,0.5353377736515328,0.6009838458925764,0.9624506163825488,-0.2565390303745301,-0.018927930268394455,0.8297587188300328,0.8885758142281034,-0.12806874755034459,0.09790442645748942,0.8959279189917188,0.9174821029024782,-0.12666106764992335,0.35890242724042554,0.9717702548275582,0.9901609333493495
41,wise,foolish,n,-0.2668776899931051,0.10351328146797767,0.6829265530006061,0.9300998113874709,-0.17539349210022936,-0.14068184354939506,0.8490821027053518,0.833092089966996,0.15438104684510756,0.3152195710903677,0.9234137418896601,0.9427992518854187,-0.10691442622031477,-0.05170731940830264,0.9803698349467199,0.9778614446379651
42,cheerful,gloomy,n,0.12555156854556127,0.06912293223408073,0.9404576045816884,0.9339325134686903,0.009245054509284145,0.43632265302536055,0.8489909498349988,0.9440951912294574,0.10151108388819541,0.126680099872716,0.9260830049773077,0.9140926263028053,-0.020590347030698064,-0.04102712934217578,0.9786981770675313,0.9807470112472363
43,dextrous,clumsy,n,0.00030616639511771293,0.03535561807543308,0.9466824726116306,0.9333225556808993,0.06440443603862367,-0.09655856237213323,0.9080146497671798,0.8170873256160573,-0.12769634942073416,-0.29518802719127746,0.8879702339345249,0.8953807790681743,-0.23541790643594118,-0.03845821954456641,0.9704750907734554,0.9730616514810427
44,graceful,graceless,-,0.18062574155164324,0.041951306006690725,0.939365428121382,0.9353756727023395,-0.06739284224660702,0.5626161597594246,0.7996650091778723,0.9447680909614558,-0.2345430200265981,-0.12830564024447866,0.8978030044160038,0.867398392136828,0.3981854710435686,-0.14273487392236905,0.982409439927119,0.9746332314792422
45,graceful,ungraceful,y,0.34965089912124636,-0.13919556203493788,0.9447931899429353,0.9304760441190947,-0.057760507436114716,-0.06655762345211658,0.7438869007648806,0.8906433941055398,-0.1995038319079827,-0.2054216886227942,0.9089598671393593,0.8962118611182706,0.6338819110689126,-0.09853840503483235,0.9870461801879589,0.9702100538412415
46,graceful,clumsy,n,-0.029290675427372292,0.3368391365448865,0.9417742364125359,0.9612609097859045,-0.2228607618919367,-0.18560023297662576,0.7921529683438018,0.8494487956269599,0.24471506328815373,-0.02840342806656926,0.9328867031623319,0.9220766539825443,-0.20421806183604607,-0.03445466343905079,0.9783341445135415,0.9871368811286136
47,honest,dishonest,y,0.5593370750999559,0.2925498066787793,0.9669050346945489,0.9521661824110143,-0.10042200965599668,0.04476290781242265,0.8597673220677624,0.9250218143160545,-0.06496716285042803,-0.16313401427111818,0.9211334611888933,0.8847380562557907,0.0270088259883553,0.03188254487570075,0.9845501296126367,0.9785757248273181
48,modest,arrogant,n,-0.14225122641571963,-0.019454135434741282,0.9038340790837763,0.9328125135306202,-0.04306538874455379,-0.09036805726154062,0.8573702438938611,0.8424380237395966,-0.21350093854936159,-0.2984497999546558,0.912842203781749,0.870040734510039,-0.21837059046711116,-0.17119617460395764,0.9783020693700408,0.9740572728950845
49,modest,immodest,y,0.22301762313870555,0.10091904991065748,0.8991618844466036,0.9194468443918333,-0.14297125642133057,-0.06174635057191824,0.7960411094033196,0.9095686642668649,0.01357275045826789,-0.043494271665445394,0.9064445191144326,0.8892866526071508,0.39546707532059033,0.1581047000310053,0.9795853251541323,0.9781090924782965
50,humble,arrogant,n,-0.033950741571481036,0.10801909337271609,0.9106387600757276,0.9239578040825136,-0.17263997934080222,-0.053872509858798434,0.8247998825649827,0.8458761006946253,-0.051122323360712096,-0.2528840580976457,0.9044608978185564,0.8975350253587265,-0.16120897977740767,-0.09158148956606849,0.976863219918891,0.9747761061965892
51,innocent,guilty,n,0.4396839780593127,0.348728783291806,0.9372632453371641,0.9215539188987387,0.16306498752979381,0.23405286961528304,0.8533908145237017,0.8913009276435173,-0.0636182934192906,-0.09757771319282948,0.927569504920991,0.9096001086916715,0.23081094326269525,0.3931988432361424,0.9781760415935029,0.979471339994373
52,energetic,lazy,n,-0.14671265758337926,-0.08877595565430974,0.9219665661458744,0.9198600663360825,-0.047941689348190764,-0.15923432277752192,0.8614230577897966,0.8014288015845725,-0.04597738521708372,-0.09584688939800712,0.9151583064005893,0.9208637804768085,-0.2079606807373302,-0.09558401631389168,0.9803222002703751,0.9819346041529591
53,loyal,disloyal,y,0.4884337354867587,0.34774653869282945,0.9384418418002396,0.9346809851674089,-0.09700948911679164,0.3438736337286328,0.8268063531915256,0.9243552246566062,-0.1169392747297453,-0.08746619982388659,0.8974025103734184,0.9057544976636395,0.35559269996708887,0.0819161363089842,0.98705429948325,0.9794794144193957
54,mature,immature,y,0.4803767315733014,0.5821970388890485,0.9610250297483318,0.9550042789609412,0.2076969576118014,0.5075952894369329,0.8435903915384622,0.8979521233540002,0.027373094199160453,0.1667844005367347,0.9229376549237867,0.9538486099109243,0.16016055336930723,0.11804956895908525,0.9860467223376054,0.9819232429932846
55,normal,strange,n,-0.12798066496660532,0.014875535355247882,0.6845071791430771,0.9152511706924943,-0.11407002603257821,0.04405954268922141,0.870725776914496,0.8884826854604357,-0.08681204124899011,0.08855277122335437,0.9255661834353955,0.9333339254652522,0.07599583169330626,0.04349222495522531,0.9863011825310743,0.9834803169238844
56,obedient,disobedient,y,0.5686028857402625,0.3021573168277679,0.9451618457903083,0.9362341251640061,0.5516200695318414,0.6286461462292359,0.9197745247194932,0.9386315637521514,-0.15236767858734646,-0.04270388954685944,0.9261426172321432,0.9174815469982038,0.5029722898577471,0.18267471903696952,0.987146166475965,0.9788090118516866
57,optimist,pessimist,-,0.6538251171242787,0.6012581117868767,0.9489050779762959,0.9589019429791823,0.25861915128019297,0.571871767824734,0.8810637185206543,0.9401975653364437,0.2780373774078754,0.17613045281089035,0.9580076510800238,0.9301262480264413,0.6940406521680325,0.6463595859117597,0.9898371089491834,0.9885128955906667
58,patient,impatient,y,-0.16182328361935117,0.114234164227348,0.6643433808391748,0.9280744283342564,-0.23127328504294176,0.07322820848824863,0.8616377016503448,0.8575623359438328,0.037771417235736404,-0.04277299775539234,0.925895903969003,0.9053689043378292,0.047857929772230245,0.17093539857954332,0.9845527231630627,0.9842910249324787
59,prudent,imprudent,y,0.37285239770052914,-0.0597851916608676,0.9411007703652965,0.9074675949572792,0.4158487395579501,0.519914322856847,0.9208710926845924,0.9318631204124997,0.8704369126881438,0.2774799867097326,0.9874179522246836,0.9599635273365786,0.6249792818571509,-0.05282134714501496,0.9841857701875041,0.9736189175491147
60,qualified,unqualified,y,0.05308891088525536,0.5977749896201243,0.581458164617415,0.9592292569588862,0.35201633529619936,0.7493593119234794,0.8369146153366518,0.9326549163957163,-0.058505675606382423,0.08926405389806569,0.9299246360162836,0.9448158844119154,0.2975348008274511,0.4756063504695238,0.9795246548123314,0.9896443879402724
61,skilled,unskilled,y,0.12046289353376327,0.42754861818380885,0.6133563121217515,0.9389569980712288,0.0843342500792208,0.09941460584599104,0.8737543857056232,0.8915083902165094,-0.1537355046292228,-0.011724094400454188,0.9299262918799596,0.9454265748574071,0.020282867011297112,0.336641110203474,0.9767332413826921,0.9904904001294533
62,quiet,loud,n,-0.018095995061546688,0.24892084195088326,0.6394806448992123,0.9420951629200779,0.1144051799690411,0.013277776989658041,0.8938130156624376,0.8512401362778025,-0.10037380843655863,0.16432441599711234,0.9213591532874277,0.9233488178983045,0.22635401120414134,0.0930459495950211,0.9866179482125966,0.9815266761242424
63,sane,crazy,n,-0.12886335013290262,-0.27148694390397576,0.918633664996738,0.6810253998096466,-0.055334197583888356,-0.10839714024705938,0.8660949540928001,0.83426389488432,-0.12959852420559503,0.0004192221172256705,0.9003752329120823,0.9123950728982151,-0.06560132375469396,0.11678527917714943,0.9832510674831658,0.9884295737637548
64,sane,insane,y,-0.056394584928168845,0.18608755761705265,0.9402360681764665,0.9507815816570004,0.3027234382272631,-0.025064907334383157,0.9259134256414776,0.8538287608065936,-0.23134345089034514,-0.08189690400780703,0.8915036720840324,0.8943812134394545,-0.023707647803738796,0.19662052324110424,0.9843086240748598,0.9872335835679416
65,altruistic,selfish,n,0.087271381973419,0.5623683316458373,0.9371673410143397,0.9482840277481801,0.22497243388271215,-0.07385881608157852,0.9052165948700459,0.7014198821755862,-0.2292792679566551,-0.09338588611175314,0.918303194713832,0.9028239081838255,-0.12142299819512092,0.25017352547880667,0.9750981512876633,0.986622010308988
66,well,sick,n,-0.06186202372834382,-0.045716436898896484,0.671431746666494,0.8696834800888527,-0.04896593849286268,-0.1393052879168668,0.852422330626995,0.8604330802311899,-0.16824351412015726,0.10457607627094456,0.9110366040761753,0.9267567098980002,-0.02192000389026183,0.09246704934448524,0.9800260541287167,0.9831500475594113
67,well,ill,n,0.1479391288772809,0.05171117399684799,0.6678131089794228,0.6540508843892853,-0.019559639674316287,0.013775836977169553,0.8478049505328508,0.862489307497262,0.08338222243440951,0.05356668739866233,0.9328395210556806,0.916977850259595,0.10125794459912574,0.010913574173883833,0.9816148003952678,0.9793312851486514
68,well,unwell,y,0.05464974675685341,0.19317348327928296,0.5997932550872953,0.9036683462083395,-0.1568229943258621,0.055945069036473116,0.7942085015692415,0.8740889843970461,-0.046780619298473436,-0.0581863979572772,0.9166433727791289,0.9284233608400744,0.03682991338178154,0.4000002291750473,0.9739040537113051,0.985819411738943
69,healthy,ill,n,0.025743605515540557,-0.26652129006613245,0.6148206572809232,0.6786315009628178,0.05322654116957504,-0.020834772533040224,0.8833277869257922,0.8644032516709431,0.013459976618526492,0.019729099704621333,0.9069772897959348,0.915034011354864,-0.07212861466882425,-0.11219750348849478,0.9806655529292951,0.9805323512143875
70,healthy,sick,n,-0.09245195065091028,0.035254255409571944,0.6275092969398723,0.9194101750859973,0.07497644121638114,-0.027829735778652553,0.8936410483517581,0.8726778226329581,0.1224869390389498,-0.04113712652859869,0.9128352236937096,0.9149647255142594,-0.013697207602201722,0.1613784406569585,0.9814962490615979,0.9855432166697294
71,slim,fat,n,0.1920713551627703,0.10961786519580197,0.909130915248475,0.6255459178575393,-0.05048677081023367,0.039313297270276326,0.858509413162004,0.8682049992560191,-0.019008316568721373,0.01572587000681991,0.9307039118490826,0.9222306595629217,0.027500129888935243,0.015616955548894196,0.9841580397785283,0.9805716042126712
72,fast,slow,n,0.140925942738787,0.16403813972925885,0.6659203701515927,0.6427514657017016,0.3415304562046826,0.36949430325323296,0.8901664102798719,0.8950118195548167,-0.08432066610241806,-0.17204441681046534,0.9160835452373296,0.9266836121096368,0.25959891177592387,0.25767160150079027,0.9875891681760037,0.9863050093854401
73,valuable,valueless,y,0.28327414496389625,0.20436154045432975,0.9373559438854665,0.9487485992779999,0.1470800367415359,0.45405582088770735,0.827074087207819,0.9369502779740615,-0.1727346804046168,0.030691656376329424,0.878154650640211,0.9342090014218647,0.5300939501930942,0.14780141959440019,0.9877027130911693,0.9726810624849911
74,interesting,boring,n,-0.15938846650858673,0.06769036531673867,0.7455289013803597,0.951066109374734,0.17546846626759272,-0.04065134022227013,0.9159508508777946,0.8828431362614234,-0.033697532604024305,-0.1342701625873879,0.9303072400176918,0.8937615011990088,0.004952868151889667,0.10480587118668372,0.9855408122499009,0.9853050138986712
75,interesting,dull,n,-0.17513354371635104,-0.2988906805261622,0.7391182627875962,0.8852513905549771,-0.24156738839408698,-0.28247840992083595,0.8595357815842007,0.8575668722922399,0.001768378270389781,-0.1503408690731869,0.9208527879322304,0.90438483119986,-0.10259741572593062,-0.15712881093075604,0.9838028873351407,0.9801847393759198
76,interesting,uninteresting,y,-0.08002679145170055,0.412029072826401,0.6653780705166525,0.9680385386241218,-0.1535694448914513,0.06019519187634903,0.8189527509442328,0.9071673842031632,0.019537576958222336,-0.10860186438087749,0.9279518380546234,0.9232858761956569,0.011333878119552332,0.451080589656511,0.9808346199291557,0.9934542054103205
77,fun,boring,n,-0.19302033151821685,-0.13726896417764878,0.5844025910923085,0.9239141174328117,-0.08509872336388802,0.007209010872967658,0.7967009061542966,0.8867885122396361,0.05723172232326135,-0.03427947076443494,0.9202556081734556,0.8908373371720141,0.04318437617737558,0.04750437129285123,0.9872464640549442,0.9850942585167343
78,fun,dull,n,-0.1443439141301035,-0.0839991449824995,0.5834326844504862,0.8806283820099969,-0.13158995366826054,-0.1269229700851111,0.7751198088800139,0.8696888080284914,-0.05533177817767587,-0.08684584281442453,0.9005539677231342,0.8977196659998793,-0.017304319409749525,-0.00010126992777537147,0.9858032471091325,0.9823040529180757
79,entertaining,boring,n,0.09815820721610558,0.22083901384181903,0.947060286778098,0.9593455991196411,0.07514193807459979,-0.1554920087875724,0.8984998927369905,0.8698372206289013,0.05590458196496784,0.009593680114448389,0.929194333393289,0.9046930945867937,-0.018638756792107358,0.18789786530342745,0.9752546052960595,0.9862466608034469
80,entertaining,dull,n,0.029497182122244725,-0.2159401751932415,0.9413322227575822,0.8934095157318002,-0.30586996870979544,-0.28902404499164347,0.8355325278904936,0.8524222505192226,-0.09806863471317828,-0.11621851133473782,0.9079269454715017,0.9064075660797842,-0.04625190168425264,-0.1457547083226718,0.9743786516055695,0.9804692894502159
81,organized,messy,n,-0.22521287144464153,0.01261418066560982,0.74677281001814,0.9128370835089716,-0.060298954522709725,-0.011372693417561086,0.8712083597617477,0.8256901378171502,0.04470382670811468,-0.09409957701641192,0.9324249046641502,0.9230259922975925,-0.07582751832959622,-0.07862703163984919,0.9812003965497518,0.9842888422189882
82,tidy,messy,n,0.3020383733280303,0.49944626364047073,0.9494157080162614,0.9568258572914621,0.316688031355731,-0.07681064706171026,0.9320694664372867,0.8481777950314596,0.06214751338418201,-0.023512167538629836,0.9363497169732289,0.9285755929434748,0.1487154195978424,0.020585781047745888,0.9849567463129996,0.9853026366607036
83,organized,disorganized,y,0.00312826825537571,0.47980028050651247,0.6915570973031833,0.9486684193892841,-0.08180015987097033,0.1384859179151784,0.8392750909632025,0.8645088161268661,-0.06738881173445588,0.2483275407838219,0.9088475621433497,0.9517135541984468,0.11680417979280955,0.4226107824006755,0.9799463342270874,0.9896892026451574
